"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-03","EU_EEA31","EU/EEA",66.030684000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-03","EU28","EU",65.690084000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-03","UK","United Kingdom",25.504974370,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-04","EU_EEA31","EU/EEA",66.940924000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-04","EU28","EU",66.652782000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-04","UK","United Kingdom",24.466648660,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-05","EU_EEA31","EU/EEA",67.568546000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-05","EU28","EU",67.304869000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-05","UK","United Kingdom",24.249055100,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-06","EU_EEA31","EU/EEA",65.345164000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-06","EU28","EU",64.999757000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-06","UK","United Kingdom",24.572811120,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-07","EU_EEA31","EU/EEA",69.165799000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-07","EU28","EU",68.630790000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-07","UK","United Kingdom",23.725429970,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-08","EU_EEA31","EU/EEA",69.316012000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-08","EU28","EU",68.817101000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-08","UK","United Kingdom",21.825396820,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-09","EU_EEA31","EU/EEA",69.198064000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-09","EU28","EU",68.928288000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-09","UK","United Kingdom",23.880597010,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-10","EU_EEA31","EU/EEA",68.944664000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-10","EU28","EU",68.477074000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-10","UK","United Kingdom",23.302859360,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-11","EU_EEA31","EU/EEA",69.150592000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-11","EU28","EU",68.934162000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-11","UK","United Kingdom",27.973767520,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-12","EU_EEA31","EU/EEA",71.267131000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-12","EU28","EU",71.126362000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2008-12","UK","United Kingdom",37.993762990,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009","EU_EEA31","EU/EEA",66.101844000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009","EU28","EU",65.724272000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009","UK","United Kingdom",26.462494040,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-01","EU_EEA31","EU/EEA",69.134640000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-01","EU28","EU",68.950638000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-01","UK","United Kingdom",25.411618510,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-02","EU_EEA31","EU/EEA",63.748410000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-02","EU28","EU",63.524307000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-02","UK","United Kingdom",25.610432850,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-03","EU_EEA31","EU/EEA",62.806786000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-03","EU28","EU",62.324532000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-03","UK","United Kingdom",25.475974610,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-04","EU_EEA31","EU/EEA",66.901667000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-04","EU28","EU",66.656762000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-04","UK","United Kingdom",25.041070170,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-05","EU_EEA31","EU/EEA",63.729038000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-05","EU28","EU",63.314586000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-05","UK","United Kingdom",25.303964750,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-06","EU_EEA31","EU/EEA",63.132530000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-06","EU28","EU",62.596529000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-06","UK","United Kingdom",24.408152930,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-07","EU_EEA31","EU/EEA",70.230020000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-07","EU28","EU",69.700728000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-07","UK","United Kingdom",29.247251980,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-08","EU_EEA31","EU/EEA",67.962054000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-08","EU28","EU",67.497898000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-08","UK","United Kingdom",20.440366970,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-09","EU_EEA31","EU/EEA",65.609026000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-09","EU28","EU",65.233782000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-09","UK","United Kingdom",26.150341680,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-10","EU_EEA31","EU/EEA",67.339929000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-10","EU28","EU",67.014917000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-10","UK","United Kingdom",31.672489740,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-11","EU_EEA31","EU/EEA",65.169475000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-11","EU28","EU",64.979338000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-11","UK","United Kingdom",28.144911700,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-12","EU_EEA31","EU/EEA",65.102661000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-12","EU28","EU",64.914115000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2009-12","UK","United Kingdom",26.501766780,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010","EU_EEA31","EU/EEA",62.870542000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010","EU28","EU",62.541726000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010","UK","United Kingdom",17.206748410,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-01","EU_EEA31","EU/EEA",63.534179000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-01","EU28","EU",63.361538000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-01","UK","United Kingdom",13.954081630,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-02","EU_EEA31","EU/EEA",59.172770000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-02","EU28","EU",58.840403000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-02","UK","United Kingdom",16.182283180,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-03","EU_EEA31","EU/EEA",61.378816000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-03","EU28","EU",61.080821000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-03","UK","United Kingdom",17.098565470,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-04","EU_EEA31","EU/EEA",62.754673000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-04","EU28","EU",62.441242000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-04","UK","United Kingdom",17.205781140,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-05","EU_EEA31","EU/EEA",61.148522000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-05","EU28","EU",60.908404000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-05","UK","United Kingdom",17.666903400,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-06","EU_EEA31","EU/EEA",59.658324000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-06","EU28","EU",59.378528000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-06","UK","United Kingdom",17.375556240,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-07","EU_EEA31","EU/EEA",64.058308000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-07","EU28","EU",63.634732000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-07","UK","United Kingdom",17.295924250,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-08","EU_EEA31","EU/EEA",66.682857000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-08","EU28","EU",66.199111000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-08","UK","United Kingdom",17.741935480,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-09","EU_EEA31","EU/EEA",65.579710000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-09","EU28","EU",65.256973000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-09","UK","United Kingdom",18.169315400,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-10","EU_EEA31","EU/EEA",63.259417000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-10","EU28","EU",62.951937000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-10","UK","United Kingdom",17.209072970,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-11","EU_EEA31","EU/EEA",61.541877000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-11","EU28","EU",61.241657000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-11","UK","United Kingdom",18.067834750,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-12","EU_EEA31","EU/EEA",63.168646000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-12","EU28","EU",63.003886000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2010-12","UK","United Kingdom",16.589071300,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011","EU_EEA31","EU/EEA",64.596262000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011","EU28","EU",64.268264000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011","UK","United Kingdom",16.827236300,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-01","EU_EEA31","EU/EEA",63.533834000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-01","EU28","EU",63.311226000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-01","UK","United Kingdom",17.894990360,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-02","EU_EEA31","EU/EEA",58.589496000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-02","EU28","EU",58.359355000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-02","UK","United Kingdom",15.803221590,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-03","EU_EEA31","EU/EEA",61.067968000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-03","EU28","EU",60.763655000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-03","UK","United Kingdom",16.843826650,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-04","EU_EEA31","EU/EEA",61.408292000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-04","EU28","EU",60.979770000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-04","UK","United Kingdom",17.579703630,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-05","EU_EEA31","EU/EEA",61.809235000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-05","EU28","EU",61.466535000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-05","UK","United Kingdom",16.272600830,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-06","EU_EEA31","EU/EEA",69.203587000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-06","EU28","EU",68.905069000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-06","UK","United Kingdom",17.383381920,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-07","EU_EEA31","EU/EEA",68.077726000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-07","EU28","EU",67.708611000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-07","UK","United Kingdom",17.834735010,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-08","EU_EEA31","EU/EEA",66.018950000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-08","EU28","EU",65.585102000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-08","UK","United Kingdom",16.041666660,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-09","EU_EEA31","EU/EEA",67.470220000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-09","EU28","EU",67.213315000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-09","UK","United Kingdom",16.573660710,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-10","EU_EEA31","EU/EEA",62.815136000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-10","EU28","EU",62.501310000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-10","UK","United Kingdom",17.063670410,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-11","EU_EEA31","EU/EEA",61.960333000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-11","EU28","EU",61.727867000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-11","UK","United Kingdom",16.062176160,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-12","EU_EEA31","EU/EEA",61.998854000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-12","EU28","EU",61.705818000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2011-12","UK","United Kingdom",16.607929510,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012","EU_EEA31","EU/EEA",61.833551000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012","EU28","EU",61.502873000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012","UK","United Kingdom",16.033103440,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-01","EU_EEA31","EU/EEA",62.823089000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-01","EU28","EU",62.563851000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-01","UK","United Kingdom",17.595896520,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-02","EU_EEA31","EU/EEA",57.665964000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-02","EU28","EU",57.349418000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-02","UK","United Kingdom",17.886178860,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-03","EU_EEA31","EU/EEA",59.898958000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-03","EU28","EU",59.626883000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-03","UK","United Kingdom",15.885476790,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-04","EU_EEA31","EU/EEA",58.875301000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-04","EU28","EU",58.582763000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-04","UK","United Kingdom",15.972978860,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-05","EU_EEA31","EU/EEA",58.685647000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-05","EU28","EU",58.448992000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-05","UK","United Kingdom",16.282963580,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-06","EU_EEA31","EU/EEA",61.279560000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-06","EU28","EU",60.985301000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-06","UK","United Kingdom",16.336574240,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-07","EU_EEA31","EU/EEA",61.966354000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-07","EU28","EU",61.423958000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-07","UK","United Kingdom",16.485800040,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-08","EU_EEA31","EU/EEA",66.196179000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-08","EU28","EU",65.842753000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-08","UK","United Kingdom",15.561812130,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-09","EU_EEA31","EU/EEA",61.878982000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-09","EU28","EU",61.584033000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-09","UK","United Kingdom",15.544340300,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-10","EU_EEA31","EU/EEA",60.969118000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-10","EU28","EU",60.485481000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-10","UK","United Kingdom",14.677838770,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-11","EU_EEA31","EU/EEA",64.953616000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-11","EU28","EU",64.721790000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-11","UK","United Kingdom",15.210417050,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-12","EU_EEA31","EU/EEA",62.122030000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-12","EU28","EU",62.035863000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2012-12","UK","United Kingdom",15.545505930,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013","EU_EEA31","EU/EEA",60.147354000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013","EU28","EU",59.708461000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013","UK","United Kingdom",15.885330360,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-01","EU_EEA31","EU/EEA",61.036372000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-01","EU28","EU",60.850880000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-01","UK","United Kingdom",14.762019810,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-02","EU_EEA31","EU/EEA",54.438027000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-02","EU28","EU",54.184943000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-02","UK","United Kingdom",14.857819900,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-03","EU_EEA31","EU/EEA",55.553582000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-03","EU28","EU",55.301399000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-03","UK","United Kingdom",15.780318090,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-04","EU_EEA31","EU/EEA",56.465199000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-04","EU28","EU",56.011949000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-04","UK","United Kingdom",14.952333160,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-05","EU_EEA31","EU/EEA",57.586569000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-05","EU28","EU",57.127583000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-05","UK","United Kingdom",14.812765170,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-06","EU_EEA31","EU/EEA",59.476862000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-06","EU28","EU",59.014325000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-06","UK","United Kingdom",16.506189820,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-07","EU_EEA31","EU/EEA",59.744958000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-07","EU28","EU",59.022832000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-07","UK","United Kingdom",15.119182740,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-08","EU_EEA31","EU/EEA",66.446064000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-08","EU28","EU",65.921873000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-08","UK","United Kingdom",17.520711870,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-09","EU_EEA31","EU/EEA",62.351633000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-09","EU28","EU",62.052645000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-09","UK","United Kingdom",15.692209650,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-10","EU_EEA31","EU/EEA",60.780154000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-10","EU28","EU",60.222243000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-10","UK","United Kingdom",17.075386010,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-11","EU_EEA31","EU/EEA",60.395086000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-11","EU28","EU",60.098409000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-11","UK","United Kingdom",15.437025500,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-12","EU_EEA31","EU/EEA",58.806861000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-12","EU28","EU",58.536208000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2013-12","UK","United Kingdom",17.438349270,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014","EU_EEA31","EU/EEA",61.619752000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014","EU28","EU",61.253387000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014","UK","United Kingdom",0.977276810,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-01","EU_EEA31","EU/EEA",62.731648000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-01","EU28","EU",62.516676000,""
